feature_id,observed_roc_auc,signed_auc_effect,absolute_auc_effect,null_mean,null_sd,p_maxT,activation_count,activation_proportion,unique_aggregated_values,mean,median,maximum,q05,q25,q75,q95,pass_mean,pass_median,pass_maximum,fail_mean,fail_median,fail_maximum,outside_lower_ranked_envelope,outside_upper_ranked_envelope,direction
0,0.5006024096385542,0.00060240963855418,0.00060240963855418,0.5000122613430024,0.0009782114284314918,1.0,1,0.0008771929824561404,2,0.0002353747986489907,0.0,0.2683272659778595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003232858725823462,0.0,0.2683272659778595,False,True,high_activation_associated_with_failure
1,0.5024096385542168,0.002409638554216831,0.002409638554216831,0.500006604719162,0.0019792769438917008,1.0,4,0.0035087719298245615,5,0.00041108267032541335,0.0,0.23916184902191162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005646195495501161,0.0,0.23916184902191162,False,True,high_activation_associated_with_failure
2,0.6161018266614846,0.11610182666148461,0.11610182666148461,0.5002626964867115,0.019414128913459474,0.0001999600079984003,1140,1.0,1139,3.300776958465576,3.2960495948791504,4.725944995880127,2.6011433601379395,3.00232195854187,3.5735201835632324,4.057397842407227,3.1822166442871094,3.1982476711273193,4.6323652267456055,3.3450586795806885,3.3458375930786133,4.725944995880127,False,True,high_activation_associated_with_failure
3,0.6272211426350564,0.12722114263505635,0.12722114263505635,0.5003513456046581,0.019232543101664525,0.0001999600079984003,1140,1.0,1140,3.063408136367798,3.0422303676605225,5.304811477661133,2.2315597534179688,2.672236442565918,3.422719955444336,4.019086837768555,2.893878936767578,2.8474502563476562,4.95921516418457,3.126725673675537,3.108630657196045,5.304811477661133,False,True,high_activation_associated_with_failure
4,,,,,,,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,neutral_or_degenerate
5,0.5907889623008161,0.09078896230081612,0.09078896230081612,0.5002967633724212,0.019188243341750608,0.013597280543891222,1140,1.0,1140,2.4231655597686768,2.4250311851501465,3.9303386211395264,1.8216259479522705,2.1816446781158447,2.6630077362060547,3.0351269245147705,2.3444488048553467,2.321445941925049,3.527867555618286,2.4525668621063232,2.4598822593688965,3.9303386211395264,False,True,high_activation_associated_with_failure
6,0.5678779634667703,0.06787796346677033,0.06787796346677033,0.5004031761407852,0.01910316896880282,0.6442711457708459,1140,1.0,1140,4.121178150177002,4.082130432128906,6.833017349243164,2.9964003562927246,3.61665415763855,4.5576910972595215,5.420045375823975,3.9910168647766113,3.968343734741211,6.353825092315674,4.169785976409912,4.120063781738281,6.833017349243164,False,True,high_activation_associated_with_failure
7,0.5006024096385542,0.00060240963855418,0.00060240963855418,0.49999631099700925,0.0009865266712183415,1.0,1,0.0008771929824561404,2,0.00012832880020141602,0.0,0.14629483222961426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017625883629079908,0.0,0.14629483222961426,False,True,high_activation_associated_with_failure
8,,,,,,,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,neutral_or_degenerate
9,0.6010571317528177,0.10105713175281772,0.10105713175281772,0.5001541121602059,0.018849854386395748,0.0003999200159968006,1140,1.0,1140,3.472626209259033,3.46980619430542,5.108761787414551,2.685560941696167,3.1696102619171143,3.791882276535034,4.253402233123779,3.3600096702575684,3.3303096294403076,4.956377029418945,3.514688730239868,3.5153746604919434,5.108761787414551,False,True,high_activation_associated_with_failure
