feature_id,aggregation,analysis_column,selected_category,selected_pr_auc,selected_normalized_effect,selected_effect_to_variability,p_maxT,support_ok,difference_count,difference_proportion,unique_differential_values,base_contribution_mean,variant_contribution_mean,differential_mean,differential_median,regression_differential_mean,regression_differential_median,preserved_success_differential_mean,preserved_success_differential_median,improvement_differential_mean,improvement_differential_median,persistent_failure_differential_mean,persistent_failure_differential_median,variant_increase_associated_with_regression_pr_auc,variant_increase_associated_with_regression_roc_auc,variant_increase_associated_with_regression_baseline,variant_increase_associated_with_regression_normalized_effect,variant_increase_associated_with_regression_effect_to_variability,variant_decrease_associated_with_regression_pr_auc,variant_decrease_associated_with_regression_roc_auc,variant_decrease_associated_with_regression_baseline,variant_decrease_associated_with_regression_normalized_effect,variant_decrease_associated_with_regression_effect_to_variability,variant_increase_associated_with_improvement_pr_auc,variant_increase_associated_with_improvement_roc_auc,variant_increase_associated_with_improvement_baseline,variant_increase_associated_with_improvement_normalized_effect,variant_increase_associated_with_improvement_effect_to_variability,variant_decrease_associated_with_improvement_pr_auc,variant_decrease_associated_with_improvement_roc_auc,variant_decrease_associated_with_improvement_baseline,variant_decrease_associated_with_improvement_normalized_effect,variant_decrease_associated_with_improvement_effect_to_variability,case_id
4815,p80,53967,variant_decrease_associated_with_regression,0.9916052550171088,0.862536050905159,4.101975953231752,0.0049751243781094,True,1008,1.0,1008,0.6511185765266418,0.4073513746261596,-0.2437671422958374,-0.2326865196228027,-0.2267063707113266,-0.2151686549186706,-0.0471274331212043,-0.0505894720554351,0.0094630420207977,-0.0075413286685943,-0.2546727657318115,-0.2388469576835632,0.8657028158621382,0.119410569105691,0.9389312977099236,-1.1991163902574882,-5.456262997649918,0.9916052550171088,0.880589430894309,0.9389312977099236,0.862536050905159,4.101975953231752,0.0759803921568627,0.9533423059668013,0.0040214477211796,0.0722494919906051,1.4344748688776812,0.0027791143524139,0.0466576940331987,0.0040214477211796,-0.0012473495196489,-0.2645339455632192,codellama_base_merged_layer16__bigcodebench__layer16__paired_transitions
8994,p99,107298,variant_decrease_associated_with_regression,0.991893516145236,0.8672563268782398,3.702356334714292,0.0049751243781094,True,1008,1.0,1008,1.583928465843201,1.1426891088485718,-0.4412393271923065,-0.4013453722000122,-0.3787542879581451,-0.3720848858356476,0.1815335154533386,0.0982389450073242,-0.2720364332199096,-0.0715794563293457,-0.4760217368602752,-0.4272397756576538,0.8673832952745198,0.1178861788617886,0.9389312977099236,-1.1715985398797375,-5.197010167344018,0.991893516145236,0.8821138211382114,0.9389312977099236,0.8672563268782398,3.702356334714292,0.0121525924195916,0.6523104531179902,0.0040214477211796,0.008163975699886,-0.0406034470992612,0.0046625399110733,0.3476895468820098,0.0040214477211796,0.0006436807182512,-0.3486477181160696,codellama_base_merged_layer16__bigcodebench__layer16__paired_transitions
13439,p80,62591,variant_decrease_associated_with_regression,0.9913743136364483,0.8587543857968435,3.571960586794674,0.0049751243781094,True,1008,1.0,1008,1.024886131286621,0.6286076903343201,-0.3962785005569458,-0.4098869562149048,-0.3600718080997467,-0.3620479106903076,0.0591237656772136,0.0840737223625183,-0.2891474068164825,-0.2958604693412781,-0.4185054898262024,-0.4248800873756408,0.8533644409412036,0.1138211382113821,0.9389312977099236,-1.401157279587792,-5.991548484475337,0.9913743136364483,0.8861788617886179,0.9389312977099236,0.8587543857968435,3.571960586794674,0.0096371156230311,0.6558995065051593,0.0040214477211796,0.0056383422002438,-0.0871419236773152,0.0039638049759507,0.3441004934948407,0.0040214477211796,-5.787548848016023e-05,-0.289757518815696,codellama_base_merged_layer16__bigcodebench__layer16__paired_transitions
14336,p90,79872,variant_decrease_associated_with_regression,0.9886551214640285,0.8142276139734641,3.8991621782448056,0.0099502487562189,True,1008,1.0,1008,1.3475829362869265,0.8439681529998779,-0.5036148428916931,-0.4493992924690246,-0.4591947197914123,-0.4039939641952514,-0.0518872179090976,-0.0796921253204345,-0.3581345379352569,-0.3319143056869507,-0.5286369323730469,-0.4755919575691223,0.8687038709996387,0.1552337398373983,0.9389312977099236,-1.1499741123809155,-5.538224935759719,0.9886551214640285,0.8447662601626016,0.9389312977099236,0.8142276139734641,3.8991621782448056,0.0080696046534555,0.639300134589502,0.0040214477211796,0.0040645021150442,-0.1032246214440195,0.0040470938329242,0.360699865410498,0.0040214477211796,2.5749662666925422e-05,-0.309294302940876,codellama_base_merged_layer16__bigcodebench__layer16__paired_transitions
4567,p60,20951,variant_decrease_associated_with_regression,0.9881743622967442,0.8063551826091856,3.8155342211174186,0.0099502487562189,True,1008,1.0,1008,0.8340213298797607,0.3965257406234741,-0.4374955892562866,-0.452166736125946,-0.4034843742847442,-0.4193378686904907,-0.1562594324350357,-0.1490335613489151,-0.1209749802947044,-0.0760160088539123,-0.4560905992984772,-0.4656114876270294,0.8862919770547615,0.1664126016260162,0.9389312977099236,-0.8619688757282811,-4.400209097240074,0.9881743622967442,0.8335873983739838,0.9389312977099236,0.8063551826091856,3.8155342211174186,0.3544988088693421,0.6989681471511888,0.0040214477211796,0.3518924783533367,9.546369197835936,0.005450102111116,0.3010318528488111,0.0040214477211796,0.0014344228464233,-0.2051022927347847,codellama_base_merged_layer16__bigcodebench__layer16__paired_transitions
11344,p99,109648,variant_decrease_associated_with_regression,0.9889901333057368,0.8197134328814386,3.8038509395452462,0.0099502487562189,True,1008,1.0,1008,1.5522127151489258,1.2238786220550537,-0.3283340334892273,-0.3036853075027466,-0.2383948266506195,-0.214434266090393,0.2987880706787109,0.3390074372291565,-0.0472342558205127,-0.0509827136993408,-0.3727516829967499,-0.3542312383651733,0.8645066194530707,0.1465955284552845,0.9389312977099236,-1.2187041064559672,-5.719378252284295,0.9889901333057368,0.8534044715447154,0.9389312977099236,0.8197134328814386,3.8038509395452462,0.0108333716345932,0.7653656348138178,0.0040214477211796,0.0068394283168324,-0.0573355443407231,0.0034227444615158,0.2346343651861821,0.0040214477211796,-0.000601120634871,-0.3518575011865698,codellama_base_merged_layer16__bigcodebench__layer16__paired_transitions
4567,p50,4567,variant_decrease_associated_with_regression,0.9884030862905256,0.8101005380073574,3.799989550244133,0.0099502487562189,True,1008,1.0,1008,0.7419784665107727,0.3190167844295501,-0.4229617118835449,-0.4396412670612335,-0.3949249982833862,-0.4044736623764038,-0.1691552102565765,-0.1665559709072113,-0.1416944712400436,-0.048878788948059,-0.4388456046581268,-0.4543043971061706,0.8869350510361239,0.1646341463414634,0.9389312977099236,-0.8514385392834712,-4.409493551325975,0.9884030862905256,0.8353658536585366,0.9389312977099236,0.8101005380073574,3.799989550244133,0.3615600624024961,0.7034544638851503,0.0040214477211796,0.3589822430043904,9.61197336104221,0.0054084976959412,0.2965455361148497,0.0040214477211796,0.0013926504457229,-0.3418835242424514,codellama_base_merged_layer16__bigcodebench__layer16__paired_transitions
11883,p70,44651,variant_decrease_associated_with_regression,0.989258856112246,0.8241137688380293,3.701391508950873,0.0099502487562189,True,1008,1.0,1008,0.9298102855682372,0.4965559244155884,-0.4332543611526489,-0.4098396897315979,-0.4310094714164734,-0.4109906554222107,-0.175585463643074,-0.1929075419902801,-0.3800607025623321,-0.3230222463607788,-0.4397611021995544,-0.412610113620758,0.8697502933125604,0.1463414634146341,0.9389312977099236,-1.1328389470068243,-5.355341154333893,0.989258856112246,0.8536585365853658,0.9389312977099236,0.8241137688380293,3.701391508950873,0.0074284462364635,0.5845670704351728,0.0040214477211796,0.0034207549022904,-0.2527829021786557,0.0049045204687228,0.4154329295648273,0.0040214477211796,0.0008866383171833,-0.2463998202843332,codellama_base_merged_layer16__bigcodebench__layer16__paired_transitions
11883,p80,61035,variant_decrease_associated_with_regression,0.989208784657826,0.8232938487719011,3.6562891504386537,0.0099502487562189,True,1008,1.0,1008,1.0633600950241089,0.5975764393806458,-0.4657837450504303,-0.4361321032047272,-0.4642875492572784,-0.4457123875617981,-0.1927510946989059,-0.1827482283115387,-0.4221579134464264,-0.3192848563194275,-0.4723348617553711,-0.4407725930213928,0.8737892886846788,0.1473577235772357,0.9389312977099236,-1.0667003977883858,-4.997439543040786,0.989208784657826,0.8526422764227642,0.9389312977099236,0.8232938487719011,3.6562891504386537,0.0066026334326139,0.5612382234185733,0.0040214477211796,0.0025916077264199,-0.2571870739671489,0.0050063447073413,0.4387617765814266,0.0040214477211796,0.0009888736900089,-0.2463110739565069,codellama_base_merged_layer16__bigcodebench__layer16__paired_transitions
11883,p60,28267,variant_decrease_associated_with_regression,0.9886883792391352,0.8147722100408373,3.655953005163109,0.0099502487562189,True,1008,1.0,1008,0.8182341456413269,0.4129766225814819,-0.4052575528621673,-0.3856536448001861,-0.4078063070774078,-0.3854126334190368,-0.1808973252773285,-0.2261758893728256,-0.3738007545471191,-0.3733329772949219,-0.4093721508979797,-0.3889695107936859,0.8756527108093806,0.1557418699186991,0.9389312977099236,-1.0361868604963935,-4.839239313925813,0.9886883792391352,0.8442581300813008,0.9389312977099236,0.8147722100408373,3.655953005163109,0.0065474513239885,0.5397039030955586,0.0040214477211796,0.0025362028098189,-0.3343470616176158,0.0051116797817814,0.4602960969044414,0.0040214477211796,0.0010946340743054,-0.2356534635072187,codellama_base_merged_layer16__bigcodebench__layer16__paired_transitions
