feature_id,failure_pr_auc,failure_baseline,failure_normalized_effect,failure_null_mean,failure_null_sd,failure_effect_null_mean,failure_effect_null_sd,failure_effect_to_variability,success_pr_auc,success_baseline,success_normalized_effect,success_null_mean,success_null_sd,success_effect_null_mean,success_effect_null_sd,success_effect_to_variability,selected_direction,selected_pr_auc,selected_normalized_effect,selected_effect_to_variability,p_maxT,support_ok,activation_count,activation_proportion,unique_aggregated_values,mean,median,maximum,q05,q25,q75,q95,pass_mean,pass_median,pass_maximum,fail_mean,fail_median,fail_maximum
0,0.6449549242702637,0.6140845070422535,0.07999268697769067,0.6153718829154968,0.01706608198583126,0.003335904097184539,0.044222328811883926,1.733440660861489,0.36463735426846927,0.3859154929577465,-0.034650179975657905,0.39327800273895264,0.017508795484900475,0.011989394202828407,0.028512030839920044,-1.6357857649755931,high_activation_associated_with_failure,0.6449549242702637,0.07999268697769067,1.733440660861489,1.0,True,710,1.0,710,3.822345495223999,3.8663949966430664,6.075413227081299,2.6051900386810303,3.392284631729126,4.282915115356445,4.979633331298828,3.8037269115448,3.799361228942871,6.075413227081299,3.8340444564819336,3.9042670726776123,5.909139633178711
1,0.6370913237420934,0.6140845070422535,0.0596162038572495,0.6186308860778809,0.01840418577194214,0.01178076583892107,0.047689683735370636,1.003056306344294,0.3709297133019547,0.3859154929577465,-0.02440344852204635,0.39034995436668396,0.01861799880862236,0.0072212787345051765,0.03031829744577408,-1.0430904740978304,high_activation_associated_with_failure,0.6370913237420934,0.0596162038572495,1.003056306344294,1.0,True,710,1.0,710,4.724313735961914,4.723939895629883,7.234303951263428,3.2462682723999023,4.151047706604004,5.327820301055908,6.166216850280762,4.7029643058776855,4.641387939453125,6.9518890380859375,4.737729072570801,4.767122268676758,7.234303951263428
2,0.628400219129521,0.6140845070422535,0.03709545832832105,0.6189621090888977,0.01750544272363186,0.012639314867556095,0.04536081850528717,0.5391468731525291,0.379153728754411,0.3859154929577465,-0.011011129780661051,0.38961899280548096,0.017691275104880333,0.0060306936502456665,0.028809184208512306,-0.5915413399964077,high_activation_associated_with_failure,0.628400219129521,0.03709545832832105,0.5391468731525291,1.0,True,710,1.0,709,3.8667826652526855,3.88372802734375,6.600973606109619,2.7659387588500977,3.4321489334106445,4.308170318603516,4.995066165924072,3.8713107109069824,3.8854641914367676,5.7172746658325195,3.863931894302368,3.881682872772217,6.600973606109619
3,0.6269505382927764,0.6140845070422535,0.033338986087121325,0.6171915531158447,0.009957745671272278,0.008050982840359211,0.025802919641137123,0.9800442584972405,0.3812886575354325,0.3859154929577465,-0.007534525573034288,0.3901224434375763,0.010265937075018883,0.006850747857242823,0.016717463731765747,-0.8604937723264134,high_activation_associated_with_failure,0.6269505382927764,0.033338986087121325,0.9800442584972405,1.0,True,108,0.15211267605633802,109,0.4125311076641083,0.0,5.770721912384033,0.0,0.0,0.0,3.4533910751342773,0.3549592196941376,0.0,5.770721912384033,0.4487115740776062,0.0,5.711066246032715
4,0.6149696343196795,0.6140845070422535,0.002293577981651489,0.6146591305732727,0.0004221799608785659,0.0014908297453075647,0.0010939695639535785,0.7337939397900728,0.38591549295774646,0.3859154929577465,-9.039659948209417e-17,0.38669949769973755,0.0010689819464460015,0.001277378061786294,0.0017407735576853156,-0.7337990953199551,high_activation_associated_with_failure,0.6149696343196795,0.002293577981651489,0.7337939397900728,1.0,False,1,0.0014084507042253522,2,2.78030911431415e-05,0.0,0.019740194082260132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5275675802258775e-05,0.0,0.019740194082260132
5,0.6177707303265427,0.6140845070422535,0.009551892451990384,0.6171463131904602,0.018113862723112106,0.00793400313705206,0.046937379986047745,0.03446910150117553,0.3908612854511944,0.3859154929577465,0.008053928143000018,0.3914088010787964,0.018466869369149208,0.008945661596953869,0.030072206631302834,-0.029653076838918276,high_activation_associated_with_failure,0.6177707303265427,0.009551892451990384,0.03446910150117553,1.0,True,710,1.0,710,4.408905982971191,4.4123430252075195,7.341837406158447,2.975717782974243,3.8299059867858887,4.951894283294678,5.995241641998291,4.393761157989502,4.325557231903076,7.14009952545166,4.418429851531982,4.447893142700195,7.341837406158447
6,0.6387545176653523,0.6140845070422535,0.06392593993576699,0.6186082363128662,0.017472725361585617,0.011722646653652191,0.04527604952454567,1.1530001806764003,0.369486047070153,0.3859154929577465,-0.02675437289034728,0.3896455764770508,0.017612909898161888,0.006074246019124985,0.028681570664048195,-1.144589300704592,high_activation_associated_with_failure,0.6387545176653523,0.06392593993576699,1.1530001806764003,1.0,True,710,1.0,710,4.202908039093018,4.200221061706543,7.104689598083496,2.980041742324829,3.7316153049468994,4.675314903259277,5.394956588745117,4.158403396606445,4.1377410888671875,7.104689598083496,4.230877876281738,4.224691867828369,7.03110408782959
7,0.5815490287342057,0.6140845070422535,-0.08430726130917499,0.6166479587554932,0.0179614070802927,0.006643239408731461,0.046542324125766754,-1.9541460901724597,0.4317982611495349,0.3859154929577465,0.07471735187194897,0.39204204082489014,0.018558135256171227,0.009976786561310291,0.030220819637179375,2.142250477911961,high_activation_associated_with_success,0.4317982611495349,0.07471735187194897,2.142250477911961,1.0,True,710,1.0,710,5.422666072845459,5.400856971740723,9.132492065429688,3.7587788105010986,4.884303569793701,6.078272819519043,6.876897811889648,5.506659507751465,5.452888488769531,8.295928955078125,5.369882583618164,5.383634567260742,9.132492065429688
8,,0.6140845070422535,,,,,,,,0.3859154929577465,,,,,,,neutral_or_degenerate,,,,,False,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,,0.6140845070422535,,,,,,,,0.3859154929577465,,,,,,,neutral_or_degenerate,,,,,False,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
