feature_id,failure_pr_auc,failure_baseline,failure_normalized_effect,failure_null_mean,failure_null_sd,failure_effect_null_mean,failure_effect_null_sd,failure_effect_to_variability,success_pr_auc,success_baseline,success_normalized_effect,success_null_mean,success_null_sd,success_effect_null_mean,success_effect_null_sd,success_effect_to_variability,selected_direction,selected_pr_auc,selected_normalized_effect,selected_effect_to_variability,p_maxT,support_ok,activation_count,activation_proportion,unique_aggregated_values,mean,median,maximum,q05,q25,q75,q95,pass_mean,pass_median,pass_maximum,fail_mean,fail_median,fail_maximum
0,0.3307680699869101,0.36936936936936937,-0.06121063187789969,0.39886701107025146,0.039955079555511475,0.04677480831742287,0.06335733085870743,-1.7043874596949142,0.7145102355489783,0.6306306306306306,0.22708868648625832,0.639008641242981,0.0350479781627655,0.022681595757603645,0.09488600492477417,2.154238561215735,high_activation_associated_with_success,0.7145102355489783,0.22708868648625832,2.154238561215735,1.0,True,111,1.0,111,3.601424217224121,3.6159238815307617,5.577288627624512,2.2960662841796875,3.1982455253601074,4.049722671508789,4.701581954956055,3.630178213119507,3.636242389678955,5.577288627624512,3.552333116531372,3.4973185062408447,5.120492935180664
1,0.42395648579324346,0.36936936936936937,0.08655957032928606,0.39281928539276123,0.04417567327618599,0.03718478977680206,0.07005000114440918,0.7048505317037341,0.6104351192714317,0.6306306306306306,-0.05467565270417276,0.6447886824607849,0.04034522920846939,0.03832999989390373,0.10922729223966599,-0.851487304052214,high_activation_associated_with_failure,0.42395648579324346,0.08655957032928606,0.7048505317037341,1.0,True,111,1.0,111,4.530395030975342,4.5586934089660645,8.055414199829102,3.2630324363708496,3.864987373352051,4.916256904602051,5.9522552490234375,4.465821743011475,4.4203033447265625,8.055414199829102,4.640644073486328,4.634862422943115,6.64855432510376
2,0.5429722027792303,0.36936936936936937,0.2752844929784938,0.39283207058906555,0.04627174139022827,0.037205006927251816,0.07337376475334167,3.2447494939313315,0.5462710758071849,0.6306306306306306,-0.2283880630585969,0.6457988023757935,0.04067637398838997,0.04106517136096954,0.11012385785579681,-2.446819786974823,high_activation_associated_with_failure,0.5429722027792303,0.2752844929784938,3.2447494939313315,1.0,True,111,1.0,111,3.4837806224823,3.4367241859436035,5.2380475997924805,2.184452533721924,2.9802236557006836,3.9630279541015625,4.756726264953613,3.359520673751831,3.3484349250793457,4.907257080078125,3.6959328651428223,3.7353246212005615,5.2380475997924805
3,0.3847506042627994,0.36936936936936937,0.02439024390243903,0.37475281953811646,0.007336392533034086,0.008536586537957191,0.011633425951004028,1.362767720467897,0.6306306306306306,0.6306306306306306,0.0,0.6340612173080444,0.002516843844205141,0.00928577221930027,0.006813898216933012,-1.3627694344222048,high_activation_associated_with_failure,0.3847506042627994,0.02439024390243903,1.362767720467897,1.0,False,1,0.009009009009009009,2,8.373324817512184e-05,0.0,0.009294390678405762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022669245663564652,0.0,0.009294390678405762
4,,0.36936936936936937,,,,,,,,0.6306306306306306,,,,,,,neutral_or_degenerate,,,,,False,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.39147635339824755,0.36936936936936937,0.035055360388649676,0.3947984576225281,0.04659867659211159,0.04032323881983757,0.07389219105243683,-0.07129140922955714,0.6401031873711539,0.6306306306306306,0.025645214590197158,0.6440146565437317,0.042147744446992874,0.03623531758785248,0.11410732567310333,-0.09280826568483458,neutral_or_degenerate,0.39147635339824755,0.035055360388649676,-0.07129140922955714,1.0,True,111,1.0,111,3.725008487701416,3.700784206390381,5.545835018157959,2.413001775741577,3.1238088607788086,4.322051048278809,5.051906585693359,3.714552640914917,3.6996777057647705,5.470191478729248,3.742858409881592,3.700784206390381,5.545835018157959
6,0.3517504936869372,0.36936936936936937,-0.027938502867856686,0.39595332741737366,0.04573801904916763,0.04215458407998085,0.0725274458527565,-0.9664353421481139,0.6831234098857192,0.6306306306306306,0.14211459749548364,0.6430063843727112,0.0412614606320858,0.033505212515592575,0.11170785874128342,0.972262705629615,high_activation_associated_with_success,0.6831234098857192,0.14211459749548364,0.972262705629615,1.0,True,111,1.0,111,4.04859733581543,3.9653570652008057,6.409934997558594,2.848263740539551,3.5710554122924805,4.664979934692383,5.187623977661133,4.0857367515563965,4.030937671661377,6.409934997558594,3.9851877689361572,3.90236234664917,5.390395641326904
7,0.3171103408741781,0.36936936936936937,-0.08286788804237472,0.3889383375644684,0.04773972928524017,0.03103092685341835,0.07570156455039978,-1.5045767623463413,0.729118890320909,0.6306306306306306,0.26663894696636353,0.6494582295417786,0.04355715587735176,0.05097196623682976,0.1179230585694313,1.8288787905085784,high_activation_associated_with_success,0.729118890320909,0.26663894696636353,1.8288787905085784,1.0,True,111,1.0,111,4.474287033081055,4.417606353759766,7.271555423736572,3.078036308288574,4.00096321105957,4.931991100311279,5.9430437088012695,4.589538097381592,4.570226669311523,7.271555423736572,4.277514934539795,4.269612789154053,5.800545692443848
8,,0.36936936936936937,,,,,,,,0.6306306306306306,,,,,,,neutral_or_degenerate,,,,,False,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,,0.36936936936936937,,,,,,,,0.6306306306306306,,,,,,,neutral_or_degenerate,,,,,False,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.426414768944692,0.36936936936936937,0.09045770504086872,0.39254310727119446,0.04397056624293327,0.03674712032079697,0.06972474604845047,0.7703231315141577,0.6074048212868784,0.6306306306306306,-0.06287963017454859,0.6458022594451904,0.03899945318698883,0.041074056178331375,0.10558388382196426,-0.9845601676120085,high_activation_associated_with_failure,0.426414768944692,0.09045770504086872,0.7703231315141577,1.0,True,111,1.0,111,4.594252109527588,4.591914653778076,8.264920234680176,2.73673415184021,3.770045757293701,5.383322715759277,6.553035736083984,4.480943202972412,4.541296005249023,8.264920234680176,4.7877092361450195,4.782680511474609,6.629495143890381
11,0.3643929570370311,0.36936936936936937,-0.007891168126993517,0.393248587846756,0.04843953251838684,0.03786570578813553,0.07681126147508621,-0.5957052785804113,0.6636768759692128,0.6306306306306306,0.08946666420933212,0.6460337042808533,0.04498077183961868,0.041700974106788635,0.12177719920873642,0.39223836985008215,high_activation_associated_with_success,0.6636768759692128,0.08946666420933212,0.39223836985008215,1.0,True,111,1.0,111,3.768498420715332,3.685542345046997,6.528489112854004,2.6935808658599854,3.231693744659424,4.246570587158203,5.085408687591553,3.7888450622558594,3.7332093715667725,6.528489112854004,3.733757495880127,3.5349643230438232,5.152609348297119
12,0.38432835167898777,0.36936936936936937,0.02372067194810917,0.3924042582511902,0.045145709067583084,0.036526914685964584,0.0715881958603859,-0.1788876306204259,0.6449153017171201,0.6306306306306306,0.0386731339170812,0.6465795040130615,0.04182005301117897,0.04317896068096161,0.11322018504142761,-0.03979702702509903,neutral_or_degenerate,0.38432835167898777,0.02372067194810917,-0.1788876306204259,1.0,True,111,1.0,111,3.611084222793579,3.5630929470062256,6.2903242111206055,2.3062143325805664,3.0420315265655518,4.176285266876221,5.059261322021484,3.578516721725464,3.5018911361694336,6.2903242111206055,3.666689157485962,3.609320878982544,5.301349639892578
13,0.41512507266790466,0.36936936936936937,0.07255547237339167,0.39517924189567566,0.043320320546627045,0.04092712327837944,0.06869364529848099,0.46042612759278956,0.6160146403465676,0.6306306306306306,-0.039570120037341346,0.6439841389656067,0.039278846234083176,0.03615286201238632,0.10634028911590576,-0.7120817770882049,high_activation_associated_with_failure,0.41512507266790466,0.07255547237339167,0.46042612759278956,1.0,True,111,1.0,111,21.959775924682617,4.218068599700928,143.4058380126953,2.826981782913208,3.6849560737609863,6.102470397949219,136.38760375976562,19.452096939086914,4.2184834480285645,143.4058380126953,26.241178512573242,4.18841552734375,139.5012969970703
