feature_id,observed_roc_auc,signed_auc_effect,absolute_auc_effect,null_mean,null_sd,p_maxT,activation_count,activation_proportion,unique_aggregated_values,mean,median,maximum,q05,q25,q75,q95,pass_mean,pass_median,pass_maximum,fail_mean,fail_median,fail_maximum,outside_lower_ranked_envelope,outside_upper_ranked_envelope,direction
0,0.5313725490196078,0.03137254901960784,0.03137254901960784,0.49940688099861147,0.049324887422696764,1.0,161,1.0,161,2.0143604278564453,2.0323023796081543,3.038400173187256,1.3049730062484741,1.7933837175369263,2.2710161209106445,2.6089015007019043,1.9796035289764404,2.02280855178833,2.614490270614624,2.0304758548736572,2.076991558074951,3.038400173187256,False,False,high_activation_associated_with_failure
1,,,,,,,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,neutral_or_degenerate
2,0.5739750445632799,0.07397504456327986,0.07397504456327986,0.4998719072818756,0.04842138611418274,1.0,161,1.0,161,1.859959363937378,1.861952543258667,3.220630168914795,1.1524659395217896,1.6017682552337646,2.129448652267456,2.547985792160034,1.7698451280593872,1.8473405838012695,3.220630168914795,1.9017393589019775,1.8810985088348389,2.925739049911499,False,False,high_activation_associated_with_failure
3,0.533868092691622,0.033868092691622054,0.033868092691622054,0.4993146879374981,0.04960413072245679,1.0,161,1.0,161,2.1885666847229004,2.140277147293091,3.225858211517334,1.6890020370483398,1.950188398361206,2.378054141998291,2.869034767150879,2.135812282562256,2.157285451889038,2.9171016216278076,2.2130255699157715,2.13643741607666,3.225858211517334,False,False,high_activation_associated_with_failure
4,0.5249554367201426,0.024955436720142554,0.024955436720142554,0.49926467019319537,0.048764981094039095,1.0,161,1.0,161,1.49442458152771,1.5159084796905518,2.5513973236083984,0.914390504360199,1.265383243560791,1.7484667301177979,2.0561001300811768,1.4821641445159912,1.4819742441177368,2.1673405170440674,1.5001084804534912,1.5248470306396484,2.5513973236083984,False,False,high_activation_associated_with_failure
5,0.5256684491978609,0.025668449197860932,0.025668449197860932,0.4996724066376686,0.0480511820266778,1.0,161,1.0,161,1.9896565675735474,2.0156090259552,3.4052836894989014,1.2099053859710693,1.7273390293121338,2.281405210494995,2.6911089420318604,1.982795000076294,1.9442193508148193,3.4052836894989014,1.9928374290466309,2.031419038772583,3.1022958755493164,False,False,high_activation_associated_with_failure
6,0.5718360071301247,0.07183600713012472,0.07183600713012472,0.4984224243700504,0.04903889837948708,1.0,161,1.0,161,2.247445821762085,2.2104856967926025,3.395047426223755,1.6454453468322754,1.9868907928466797,2.5046896934509277,2.963608503341675,2.188661575317383,2.0931365489959717,2.997927665710449,2.2746999263763428,2.2395639419555664,3.395047426223755,False,False,high_activation_associated_with_failure
7,0.503921568627451,0.0039215686274509665,0.0039215686274509665,0.49975771861076357,0.048922692434221385,1.0,161,1.0,161,1.9095622301101685,1.8595229387283325,3.35044264793396,1.068556785583496,1.525742530822754,2.2628402709960938,2.87383770942688,1.8923163414001465,1.856598138809204,2.92606782913208,1.917556881904602,1.8689796924591064,3.35044264793396,False,False,high_activation_associated_with_failure
8,,,,,,,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,neutral_or_degenerate
9,0.5320855614973262,0.03208556149732622,0.03208556149732622,0.49974912669062616,0.04852399141800025,1.0,161,1.0,161,2.5346691608428955,2.608941078186035,4.269870758056641,1.2893528938293457,1.6860111951828003,3.201936721801758,3.90055775642395,2.476447105407715,2.5066163539886475,4.215147495269775,2.5616631507873535,2.6679420471191406,4.269870758056641,False,False,high_activation_associated_with_failure
