feature_id,failure_pr_auc,failure_baseline,failure_normalized_effect,failure_null_mean,failure_null_sd,failure_effect_null_mean,failure_effect_null_sd,failure_effect_to_variability,success_pr_auc,success_baseline,success_normalized_effect,success_null_mean,success_null_sd,success_effect_null_mean,success_effect_null_sd,success_effect_to_variability,selected_direction,selected_pr_auc,selected_normalized_effect,selected_effect_to_variability,p_maxT,support_ok,activation_count,activation_proportion,unique_aggregated_values,mean,median,maximum,q05,q25,q75,q95,pass_mean,pass_median,pass_maximum,fail_mean,fail_median,fail_maximum
0,0.7800285237774356,0.72910927456382,0.18796970302924526,0.7289044857025146,0.014190133661031723,-0.0007547647692263126,0.05238323286175728,3.602764806374734,0.23305052913373014,0.27089072543618,-0.05189921130147087,0.27727004885673523,0.014979974366724491,0.008749555796384811,0.020545583218336105,-2.951912654576245,high_activation_associated_with_failure,0.7800285237774356,0.18796970302924526,3.602764806374734,0.3333333333333333,True,1089,1.0,1088,2.321650505065918,2.3256824016571045,3.840649366378784,1.7836172580718994,2.094942808151245,2.5420079231262207,2.8916211128234863,2.2697055339813232,2.2675161361694336,3.095623016357422,2.3409507274627686,2.338453769683838,3.840649366378784
1,,0.72910927456382,,,,,,,,0.27089072543618,,,,,,,neutral_or_degenerate,,,,,False,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.7756393777324226,0.72910927456382,0.1717670588156212,0.7284842133522034,0.012401443906128407,-0.0023077649530023336,0.0457802414894104,3.8024007323965177,0.23499522564769204,0.27089072543618,-0.04923198900461381,0.27773764729499817,0.013430741615593433,0.009390885941684246,0.01842075027525425,-3.1824368752802563,high_activation_associated_with_failure,0.7756393777324226,0.1717670588156212,3.8024007323965177,0.6019900497512438,True,1089,1.0,1089,2.378396987915039,2.3767828941345215,3.8962762355804443,1.746538519859314,2.0864176750183105,2.647202491760254,3.029365301132202,2.29343843460083,2.2371559143066406,3.8962762355804443,2.409963846206665,2.411068916320801,3.8098185062408447
3,0.7815704430874129,0.72910927456382,0.19366173736336476,0.7297466993331909,0.013117278926074505,0.002353376243263483,0.048422764986753464,3.950793829564165,0.23058317854507726,0.27089072543618,-0.05528327275114718,0.2763296365737915,0.013645507395267487,0.007459827698767185,0.018715310841798782,-3.352501114209864,high_activation_associated_with_failure,0.7815704430874129,0.19366173736336476,3.950793829564165,0.2835820895522388,True,1089,1.0,1089,2.4038479328155518,2.382253646850586,3.915883779525757,1.7583786249160767,2.10041880607605,2.6547088623046875,3.1535491943359375,2.320739507675171,2.3069000244140625,3.6155247688293457,2.4347240924835205,2.4137039184570312,3.915883779525757
4,0.7646555664143702,0.72910927456382,0.13122004008559018,0.7318200469017029,0.013348505832254887,0.010006955824792385,0.04927634447813034,2.459863562212781,0.2467941096385189,0.27089072543618,-0.03304938866958807,0.27430516481399536,0.013759658671915531,0.004682972561568022,0.01887187547981739,-1.9993964707699101,high_activation_associated_with_failure,0.7646555664143702,0.13122004008559018,2.459863562212781,0.9850746268656716,True,1089,1.0,1089,1.9272435903549194,1.7198340892791748,7.545588970184326,1.2564936876296997,1.5308946371078491,1.9250967502593994,3.188741445541382,1.8876899480819702,1.6398857831954956,7.545588970184326,1.9419413805007935,1.7531404495239258,7.4200263023376465
5,0.7523680670729597,0.72910927456382,0.08586042387272229,0.7307080626487732,0.0135193495079875,0.005901548080146313,0.04990701749920845,1.602156967080715,0.2547586538834647,0.27089072543618,-0.022125725341192632,0.27534201741218567,0.014394314028322697,0.006105081643909216,0.0197423305362463,-1.4299632423472484,high_activation_associated_with_failure,0.7523680670729597,0.08586042387272229,1.602156967080715,1.0,True,1089,1.0,1089,2.1950302124023438,2.2050371170043945,3.2938835620880127,1.6261169910430908,1.969744324684143,2.4216432571411133,2.78420352935791,2.15545392036438,2.152102470397949,3.256537675857544,2.2097318172454834,2.219510078430176,3.2938835620880127
6,0.7607509086386697,0.72910927456382,0.11680589663563144,0.7312502264976501,0.01346783060580492,0.007903499528765678,0.049716848880052567,2.1904525238436756,0.24733353891046927,0.27089072543618,-0.03230954172103143,0.27466443181037903,0.014008896425366402,0.005175720900297165,0.019213715568184853,-1.95096375234152,high_activation_associated_with_failure,0.7607509086386697,0.11680589663563144,2.1904525238436756,0.9950248756218906,True,1089,1.0,1088,3.167365550994873,3.0576539039611816,6.033531665802002,2.0775046348571777,2.5833144187927246,3.670078992843628,4.546146392822266,3.0881381034851074,3.0217461585998535,5.994384765625,3.196800947189331,3.0747318267822266,6.033531665802002
7,0.7665355768030283,0.72910927456382,0.13816014623219602,0.7312287092208862,0.013759336434304714,0.0078239431604743,0.050792962312698364,2.5660287791314222,0.24102988674692533,0.27089072543618,-0.04095523089747899,0.2745681703090668,0.014287249185144901,0.005043788347393274,0.01959548331797123,-2.347429685629957,high_activation_associated_with_failure,0.7665355768030283,0.13816014623219602,2.5660287791314222,0.945273631840796,True,1089,1.0,1089,2.235191583633423,2.1961417198181152,3.88122296333313,1.5675758123397827,1.9408669471740723,2.509153127670288,2.9977691173553467,2.1752986907958984,2.1083590984344482,3.41841459274292,2.2574427127838135,2.2185940742492676,3.88122296333313
8,,0.72910927456382,,,,,,,,0.27089072543618,,,,,,,neutral_or_degenerate,,,,,False,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.7115598518369671,0.72910927456382,-0.06478414016794169,0.7301552295684814,0.013413161970674992,0.003860318101942539,0.049515027552843094,-1.38633585928284,0.3089909279473913,0.27089072543618,0.05225581931323568,0.27591371536254883,0.014080380089581013,0.006889298092573881,0.019311759620904922,2.3491655919097436,high_activation_associated_with_success,0.3089909279473913,0.05225581931323568,2.3491655919097436,1.0,True,1089,1.0,1089,2.625316619873047,2.533282995223999,4.6834282875061035,1.7486220598220825,2.186720371246338,3.03096866607666,3.687049627304077,2.642096519470215,2.5110726356506348,4.6834282875061035,2.619081497192383,2.561415672302246,4.373078346252441
10,0.7313071230952064,0.72910927456382,0.008113413731117862,0.7311489582061768,0.014353186823427677,0.007529993075877428,0.052985161542892456,0.01101101965628895,0.27615896126967315,0.27089072543618,0.007225577862309906,0.2751399874687195,0.014784764498472214,0.005828116089105606,0.02027784287929535,0.06891570180924794,high_activation_associated_with_success,0.27615896126967315,0.007225577862309906,0.06891570180924794,1.0,True,1089,1.0,1089,2.163076877593994,2.14562726020813,4.230546474456787,1.5586806535720825,1.9170721769332886,2.3917393684387207,2.8035728931427,2.1524574756622314,2.115399122238159,3.910651445388794,2.1670238971710205,2.149562120437622,4.230546474456787
11,0.7294504467621024,0.72910927456382,0.0012594458438286902,0.7293456196784973,0.00015779482782818377,0.0008690288523212075,0.0005824931431561708,0.670251652048733,0.27089072543618,0.27089072543618,0.0,0.2716565430164337,0.0011430834420025349,0.0010508522391319275,0.0015677791088819504,-0.6702808024284331,high_activation_associated_with_failure,0.7294504467621024,0.0012594458438286902,0.670251652048733,1.0,False,1,0.0009182736455463728,2,8.39848507894203e-05,0.0,0.09145950525999069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011518829705892131,0.0,0.09145950525999069
12,,0.72910927456382,,,,,,,,0.27089072543618,,,,,,,neutral_or_degenerate,,,,,False,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.7805508606027418,0.72910927456382,0.189897922699613,0.7309913039207458,0.013189425691962242,0.006947108544409275,0.048689089715480804,3.757532030775143,0.2308074630993702,0.27089072543618,-0.05497565829318118,0.2750510275363922,0.01367135439068079,0.005706089548766613,0.018750764429569244,-3.236227945259393,high_activation_associated_with_failure,0.7805508606027418,0.189897922699613,3.757532030775143,0.3283582089552239,True,1089,1.0,1089,2.6642019748687744,2.649754285812378,4.42487907409668,2.065371513366699,2.4353551864624023,2.8530259132385254,3.3342621326446533,2.5860984325408936,2.5903549194335938,4.0796709060668945,2.693218946456909,2.670523166656494,4.42487907409668
14,,0.72910927456382,,,,,,,,0.27089072543618,,,,,,,neutral_or_degenerate,,,,,False,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.7294504467621024,0.72910927456382,0.0012594458438286902,0.7293524742126465,0.00015481597802136093,0.0008942181011661887,0.0005714971921406686,0.6390718059251709,0.27089072543618,0.27089072543618,0.0,0.27160710096359253,0.0011215039994567633,0.0009830552153289318,0.0015381809789687395,-0.6391024390302973,high_activation_associated_with_failure,0.7294504467621024,0.0012594458438286902,0.6390718059251709,1.0,False,1,0.0009182736455463728,2,8.081489795586094e-05,0.0,0.08800742030143738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011084057769039646,0.0,0.08800742030143738
16,,0.72910927456382,,,,,,,,0.27089072543618,,,,,,,neutral_or_degenerate,,,,,False,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.7861066677745222,0.72910927456382,0.21040732612357518,0.7308488488197327,0.012952898629009724,0.006421993486583233,0.0478159636259079,4.2660508576777385,0.22755022256787327,0.27089072543618,-0.05944308264935265,0.2750226557254791,0.013318750075995922,0.005667105782777071,0.01826714538037777,-3.56433296370816,high_activation_associated_with_failure,0.7861066677745222,0.21040732612357518,4.2660508576777385,0.06965174129353234,True,1089,1.0,1089,2.501793384552002,2.474297046661377,4.161966323852539,1.8833705186843872,2.2713146209716797,2.7346725463867188,3.1178736686706543,2.4243178367614746,2.4122421741485596,3.5211100578308105,2.53057861328125,2.5086357593536377,4.161966323852539
18,0.7792984007526125,0.72910927456382,0.18527443532066096,0.7295879125595093,0.013201392255723476,0.001766208908520639,0.04873327910900116,3.7655628713530565,0.23373708770373924,0.27089072543618,-0.0509575711468866,0.2767362594604492,0.013886165805161,0.00801730714738369,0.019045382738113403,-3.0965446641432117,high_activation_associated_with_failure,0.7792984007526125,0.18527443532066096,3.7655628713530565,0.38308457711442784,True,1089,1.0,1089,2.1838231086730957,2.162506103515625,3.6030218601226807,1.6558270454406738,1.9477972984313965,2.4192042350769043,2.7311878204345703,2.123399496078491,2.1043038368225098,3.6030218601226807,2.206273078918457,2.1936211585998535,3.3591575622558594
19,0.7652476196074113,0.72910927456382,0.1334056194999013,0.7303823232650757,0.01346991304308176,0.004700067453086376,0.0497245229780674,2.5883717799280777,0.24430474621128648,0.27089072543618,-0.03646364153137157,0.275654673576355,0.014185558073222637,0.006534050218760967,0.019456014037132263,-2.2099948976224226,high_activation_associated_with_failure,0.7652476196074113,0.1334056194999013,2.5883717799280777,0.9701492537313433,True,1089,1.0,1089,2.4757869243621826,2.46394419670105,4.097231864929199,1.9382275342941284,2.235138177871704,2.7038965225219727,3.092181921005249,2.445972204208374,2.41813588142395,3.4673213958740234,2.4868640899658203,2.4748377799987793,4.097231864929199
