task_id,task_idx,group,alpha,correct,changed_vs_alpha0,generated_tokens,residual_norm_mean,intervention_norm_mean,intervention_to_residual_ratio_mean,projection_before_mean,projection_after_mean
BigCodeBench/135,135,regression,1.5,False,False,512,41.636966194957495,0.9339569807052612,0.02265221480411128,-0.7326178780931514,0.20133911132870708
BigCodeBench/536,536,regression,1.5,False,False,512,43.84644768759608,0.9339569807052612,0.02155213483274565,-0.8821698233223287,0.05178716422233265
BigCodeBench/983,983,regression,1.5,False,False,512,42.98978279903531,0.9339569807052612,0.02199396076684934,-0.8285167624271708,0.1054402220834163
BigCodeBench/504,504,regression,1.5,False,False,512,42.65984350442886,0.9339569807052612,0.022148501007904997,-0.6737720689634443,0.26018491901049856
BigCodeBench/841,841,regression,1.5,False,False,220,41.117340356653386,0.9339569807052612,0.02294193176891316,-0.31332978338680484,0.6206272006034851
BigCodeBench/861,861,preserved_success,1.5,False,True,512,44.089953765273094,0.9339569807052612,0.021502673345821677,-0.5229119374271249,0.41104505746625364
BigCodeBench/1109,1109,preserved_success,1.5,True,True,53,38.62687690303011,0.9339569807052612,0.02441555015602202,0.25176634976886353,1.1857233547939445
BigCodeBench/272,272,preserved_success,1.5,True,False,512,45.888603292405605,0.9339569807052612,0.020545157942251535,-0.8978784135106253,0.03607856738381088
BigCodeBench/455,455,preserved_success,1.5,True,True,512,42.57929288595915,0.9339569807052612,0.022138019514386542,-0.7339455050532706,0.2000114814727567
BigCodeBench/827,827,preserved_success,1.5,True,False,99,40.28373390737206,0.9339569807052612,0.02344743988354399,-0.09276004545766899,0.8411969495090571
BigCodeBench/135,135,regression,2.0,False,False,512,41.636966194957495,1.2452681064605713,0.030202762256521964,-0.7326178780931514,0.5126503546634922
BigCodeBench/536,536,regression,2.0,False,False,512,43.84644768759608,1.2452681064605713,0.028735998272168217,-0.8821698233223287,0.3630984085248201
BigCodeBench/983,983,regression,2.0,False,False,512,42.98978279903531,1.2452681064605713,0.029325095696549397,-0.8285167624271708,0.4167514712171396
BigCodeBench/504,504,regression,2.0,False,False,512,42.65984350442886,1.2452681064605713,0.029531148091336945,-0.6737720689634443,0.5714961677877
BigCodeBench/841,841,regression,2.0,False,False,220,41.117340356653386,1.2452681064605713,0.03058904910629446,-0.31332978338680484,0.9319384474307298
BigCodeBench/861,861,preserved_success,2.0,False,True,512,43.43675244599581,1.2452681064605713,0.0290732204230153,-0.5069822976001888,0.7382859422068577
BigCodeBench/1109,1109,preserved_success,2.0,True,False,55,38.59577178955078,1.2452681064605713,0.032577142424204134,0.2873970832337033,1.532665324888446
BigCodeBench/272,272,preserved_success,2.0,True,False,512,45.888603292405605,1.2452681064605713,0.02739337090679328,-0.8978784135106253,0.3473898165393621
BigCodeBench/455,455,preserved_success,2.0,True,True,512,42.57929288595915,1.2452681064605713,0.029517172850319184,-0.7339455050532706,0.5113227275724057
BigCodeBench/827,827,preserved_success,2.0,True,False,99,40.28373390737206,1.2452681064605713,0.03126305584428889,-0.09276004545766899,1.1525081930437473
BigCodeBench/135,135,regression,3.0,False,False,512,41.636966194957495,1.8679139614105225,0.04530442960822256,-0.7326178780931514,1.135296102031134
BigCodeBench/536,536,regression,3.0,False,True,512,43.316334534436464,1.8679139614105225,0.04362008834868902,-0.7838234625378391,1.084090511110844
